测量电压值（采集30分钟，每秒钟记录50次）,测量电流值（采集30分钟，每秒钟记录50次）,测量功率值（采集30分钟，每秒钟记录50次）
227.19,0.02645,4.6414
227.19,0.026138,4.6067
227.19,0.026308,4.6136
227.19,0.026194,4.5954
227.19,0.026193,4.6088
227.19,0.026424,4.6208
227.19,0.026238,4.5858
227.19,0.026337,4.6311
227.19,0.026503,4.6469
227.19,0.026191,4.6142
227.19,0.026327,4.6443
227.19,0.026243,4.5945
227.19,0.026133,4.5586
227.19,0.026201,4.614
227.19,0.026411,4.6273
227.19,0.026369,4.6338
227.19,0.026292,4.6236
227.19,0.026377,4.5913
227.19,0.026266,4.6055
227.19,0.026408,4.6556
227.19,0.026376,4.6101
227.19,0.026509,4.6507
227.19,0.026421,4.6478
227.19,0.026211,4.6086
227.19,0.026392,4.6559
227.19,0.026308,4.634
227.19,0.026246,4.6055
227.19,0.02626,4.6003
227.19,0.026371,4.6573
227.19,0.02621,4.6079
227.19,0.026297,4.6346
227.19,0.026138,4.5914
227.19,0.026289,4.6285
227.19,0.026524,4.6736
227.19,0.026269,4.6098
227.19,0.026206,4.6079
227.19,0.026273,4.6139
227.19,0.026397,4.6639
227.19,0.026404,4.6424
227.19,0.026199,4.5916
227.19,0.026416,4.6314
227.19,0.026169,4.6103
227.19,0.026268,4.5922
227.19,0.02621,4.6129
227.19,0.02626,4.6052
227.19,0.026384,4.6497
227.19,0.02632,4.6117
227.19,0.026331,4.635
227.19,0.026469,4.6625
227.19,0.026368,4.6206
227.19,0.026326,4.6059
227.19,0.026201,4.592
227.19,0.026241,4.5979
227.19,0.026337,4.6206
227.19,0.026332,4.6339
227.19,0.026201,4.5891
227.19,0.026282,4.6253
227.19,0.026396,4.6079
227.19,0.026111,4.6107
227.19,0.026317,4.6264
227.19,0.026358,4.5873
227.19,0.026175,4.5804
227.19,0.02625,4.6033
227.19,0.026353,4.6222
227.19,0.026381,4.6324
227.19,0.026237,4.6178
227.19,0.026366,4.6395
227.19,0.026351,4.6259
227.19,0.026209,4.6057
227.19,0.026519,4.6433
227.19,0.026276,4.6094
227.19,0.026315,4.6196
227.19,0.026448,4.6617
227.19,0.02621,4.5954
227.19,0.026414,4.6417
227.19,0.026368,4.6311
227.19,0.026309,4.6339
227.19,0.026309,4.616
227.19,0.026233,4.6164
227.19,0.026447,4.6505
227.19,0.026201,4.5844
227.19,0.026331,4.6107
227.19,0.026362,4.661
227.19,0.026362,4.6351
227.19,0.02634,4.6189
227.19,0.026367,4.5936
227.19,0.026241,4.5913
227.19,0.026538,4.6563
227.19,0.026211,4.5944
227.19,0.026353,4.6199
227.19,0.026474,4.6387
227.19,0.026433,4.6562
227.19,0.026406,4.6224
227.19,0.026379,4.6555
227.19,0.026413,4.6435
227.19,0.026224,4.6114
227.19,0.02634,4.5961
227.19,0.026197,4.5884
227.19,0.02634,4.5976
227.19,0.026402,4.6422
227.19,0.026281,4.5839
227.19,0.026259,4.6162
227.19,0.026401,4.6355
227.19,0.026255,4.6021
227.19,0.026378,4.5998
227.19,0.026263,4.62
227.19,0.026449,4.6309
227.19,0.026314,4.6462
227.19,0.026363,4.6416
227.19,0.026299,4.6406
227.19,0.0263,4.6266
227.19,0.026243,4.5824
227.19,0.026297,4.6097
227.19,0.026331,4.6165
227.19,0.026426,4.6244
227.19,0.026173,4.5845
227.19,0.026391,4.6364
227.19,0.02627,4.614
227.19,0.026427,4.6413
227.19,0.026335,4.6144
227.19,0.026241,4.6349
227.19,0.026097,4.5575
227.19,0.026279,4.6201
227.19,0.026424,4.6487
227.19,0.02629,4.6137
227.19,0.026296,4.6318
227.19,0.026334,4.604
227.19,0.026178,4.5737
227.19,0.026279,4.6158
227.19,0.0265,4.6401
227.19,0.026378,4.6082
227.19,0.026323,4.6253
227.19,0.026281,4.6048
227.19,0.026243,4.5924
227.19,0.026328,4.6293
227.19,0.026343,4.6553
227.19,0.026289,4.6467
227.19,0.026089,4.5772
227.19,0.026331,4.6396
227.19,0.02644,4.6379
227.19,0.026363,4.6432
227.19,0.026383,4.6279
227.19,0.026137,4.5659
227.19,0.026361,4.6227
227.19,0.026221,4.6026
227.19,0.026389,4.6382
227.19,0.026483,4.6683
227.19,0.026211,4.5963
227.19,0.026307,4.6207
227.19,0.026248,4.6155
227.19,0.026398,4.6346
227.19,0.026408,4.6373
227.19,0.026209,4.6139
227.19,0.026336,4.6261
227.19,0.02617,4.6083
227.19,0.026368,4.6205
227.19,0.026335,4.6258
227.19,0.026253,4.6119
227.19,0.026364,4.6453
227.19,0.026242,4.6147
227.19,0.026406,4.6393
227.19,0.026242,4.6063
227.19,0.02638,4.6256
227.19,0.02641,4.622
227.19,0.026327,4.6375
227.19,0.026422,4.629
227.19,0.02628,4.6159
227.19,0.026329,4.5929
227.19,0.026327,4.6091
227.19,0.026575,4.6618
227.19,0.026346,4.6314
227.19,0.026227,4.6298
227.19,0.026279,4.621
227.19,0.026358,4.6301
227.19,0.02635,4.6442
227.18,0.02642,4.6135
227.18,0.026543,4.6725
227.18,0.02631,4.6112
227.18,0.026367,4.6315
227.18,0.026295,4.6218
227.18,0.026252,4.6033
227.18,0.026313,4.6434
227.18,0.02639,4.6197
227.18,0.02639,4.6346
227.18,0.026396,4.6401
227.18,0.026421,4.6538
227.18,0.026185,4.593
227.18,0.02619,4.6116
227.18,0.026259,4.6015
227.18,0.026234,4.6157
227.18,0.02634,4.6421
227.18,0.026218,4.586
227.18,0.02628,4.5978
227.18,0.02624,4.5847
227.18,0.026163,4.5897
227.18,0.026349,4.6245
227.18,0.026298,4.6359
227.18,0.02628,4.6038
227.18,0.026467,4.6618
227.18,0.026268,4.6042
227.18,0.026524,4.6736
227.18,0.026301,4.6352
227.18,0.026173,4.6081
227.18,0.026509,4.6422
227.18,0.026298,4.6445
227.18,0.02636,4.6378
227.18,0.026144,4.5822
227.18,0.026376,4.6125
227.18,0.026206,4.6104
227.18,0.026306,4.6249
227.18,0.026208,4.5859
227.18,0.026198,4.5971
227.18,0.026482,4.6464
227.18,0.02623,4.6027
227.18,0.026221,4.6005
227.18,0.0262,4.5931
227.18,0.026359,4.6195
227.18,0.026124,4.5948
227.18,0.026413,4.6323
227.18,0.026335,4.6238
227.18,0.026293,4.6223
227.18,0.026391,4.6358
227.18,0.02631,4.6073
227.18,0.02635,4.6329
227.18,0.026342,4.6302
227.18,0.026339,4.6399
227.18,0.026281,4.6419
227.18,0.026264,4.6197
227.18,0.026357,4.6321
227.18,0.026368,4.6512
227.18,0.026376,4.611
227.18,0.026316,4.6205
227.18,0.026265,4.6164
227.18,0.026369,4.6264
227.18,0.026196,4.5858
227.18,0.026301,4.6296
227.18,0.026221,4.5873
227.18,0.026265,4.6121
227.18,0.026282,4.6382
227.18,0.02637,4.6053
227.18,0.026465,4.6257
227.18,0.026239,4.5934
227.18,0.026273,4.6365
227.18,0.026163,4.5834
227.18,0.02637,4.633
227.18,0.026346,4.6287
227.18,0.026392,4.6437
227.18,0.026284,4.6076
227.18,0.026205,4.5934
227.18,0.026272,4.6238
227.18,0.026235,4.5985
227.18,0.026207,4.6029
227.18,0.026165,4.592
227.18,0.026319,4.6234
227.18,0.026212,4.5942
227.18,0.026395,4.5964
227.18,0.02645,4.6389
227.18,0.026114,4.5974
227.18,0.026326,4.6338
227.18,0.026316,4.6164
227.18,0.026327,4.6108
227.18,0.026359,4.63
227.18,0.026442,4.6304
227.18,0.026523,4.6531
227.18,0.026384,4.6244
227.18,0.026202,4.5926
227.18,0.026156,4.5655
227.18,0.026433,4.636
227.18,0.026268,4.6201
227.18,0.026084,4.5757
227.18,0.02629,4.605
227.18,0.0264,4.6371
227.18,0.026295,4.6202
227.18,0.026167,4.586
227.18,0.026261,4.6209
227.18,0.026282,4.6119
227.18,0.026294,4.6017
227.18,0.026311,4.6123
227.18,0.026353,4.6183
227.18,0.026231,4.5934
227.18,0.026407,4.6549
227.18,0.026259,4.6168
227.18,0.02634,4.6177
227.18,0.026261,4.6061
227.18,0.026285,4.6099
227.18,0.026373,4.6336
227.18,0.026306,4.5984
227.18,0.026233,4.6099
227.18,0.02642,4.6367
227.18,0.026227,4.5964
227.18,0.026259,4.6002
227.18,0.026247,4.6272
227.18,0.02633,4.629
227.18,0.026268,4.6118
227.18,0.026314,4.6525
227.18,0.026257,4.6118
227.18,0.026345,4.6245
227.18,0.026306,4.6144
227.18,0.026343,4.6333
227.18,0.026341,4.633
227.18,0.026234,4.6219
227.18,0.026467,4.6271
227.18,0.026367,4.6338
227.18,0.026363,4.6167
227.18,0.026254,4.6196
227.18,0.0264,4.6348
227.18,0.02651,4.6614
227.18,0.026332,4.6167
227.18,0.026424,4.6198
227.18,0.026323,4.6279
227.18,0.026277,4.605
227.18,0.026248,4.6042
227.18,0.026148,4.5828
227.18,0.026321,4.5871
227.18,0.026401,4.6505
227.18,0.026217,4.6125
227.18,0.026318,4.6233
227.18,0.026287,4.6092
227.18,0.026295,4.6099
227.18,0.026286,4.6408
227.18,0.026328,4.6298
227.18,0.026396,4.6506
227.18,0.026302,4.6278
227.18,0.026321,4.5968
227.18,0.026318,4.6251
227.18,0.026388,4.6439
227.18,0.026217,4.5957
227.18,0.026414,4.6118
227.18,0.026302,4.6206
227.18,0.026272,4.6018
227.18,0.026352,4.6296
227.18,0.026141,4.5983
227.18,0.026359,4.6184
227.18,0.026314,4.6096
227.18,0.026203,4.616
227.18,0.026346,4.6364
227.18,0.02635,4.6256
227.18,0.026434,4.6324
227.18,0.02651,4.6812
227.18,0.026348,4.6407
227.18,0.026218,4.6183
227.18,0.026328,4.6153
227.18,0.026319,4.633
227.18,0.026436,4.6535
227.18,0.026417,4.6567
227.18,0.026272,4.5986
227.18,0.026364,4.6268
227.18,0.026394,4.6549
227.18,0.026221,4.6352
227.18,0.026334,4.5921
227.18,0.026358,4.6261
227.18,0.026228,4.6348
227.18,0.026471,4.6443
227.18,0.026342,4.6293
227.18,0.026439,4.6408
227.18,0.026148,4.6018
227.18,0.026241,4.6058
227.18,0.026305,4.6404
227.18,0.026431,4.6369
227.18,0.02646,4.646
227.18,0.026326,4.6271
227.18,0.026238,4.6038
227.18,0.026373,4.63
227.18,0.02645,4.6439
227.18,0.026305,4.6169
227.18,0.026487,4.6521
227.18,0.026271,4.615
227.18,0.026387,4.6443
227.18,0.026186,4.5907
227.18,0.026349,4.6426
227.18,0.026281,4.6358
227.18,0.02639,4.619
227.18,0.026414,4.6413
227.18,0.026471,4.6697
227.18,0.02634,4.6268
227.18,0.026406,4.6521
227.18,0.026066,4.5982
227.18,0.026411,4.6337
227.18,0.026539,4.689
227.18,0.026431,4.6361
227.18,0.026167,4.6014
227.18,0.026225,4.603
227.18,0.026352,4.6102
227.18,0.026215,4.5896
227.18,0.026578,4.6847
227.18,0.026321,4.6231
227.18,0.026352,4.6224
227.18,0.026142,4.5856
227.18,0.026313,4.6386
227.18,0.026349,4.6679
227.18,0.026347,4.6265
227.18,0.026428,4.6155
227.18,0.026085,4.5905
227.18,0.026259,4.6459
227.18,0.026401,4.6607
227.18,0.026415,4.6237
227.18,0.026349,4.628
227.18,0.026409,4.6188
227.18,0.026279,4.6262
227.18,0.026261,4.6192
227.18,0.026351,4.6379
227.18,0.026221,4.6061
227.18,0.026572,4.6711
227.17,0.026435,4.6442
227.17,0.026266,4.6207
227.17,0.026174,4.6138
227.17,0.026315,4.6335
227.17,0.026252,4.6034
227.17,0.02638,4.6102
227.17,0.026241,4.6087
227.17,0.026397,4.6268
227.17,0.026304,4.6123
227.17,0.026401,4.6295
227.17,0.026319,4.6329
227.17,0.026404,4.6365
227.17,0.026406,4.6304
227.17,0.026422,4.6573
227.17,0.026281,4.6071
227.17,0.026349,4.6386
227.17,0.026289,4.5956
227.17,0.026319,4.6128
227.17,0.026395,4.6403
227.17,0.026268,4.6137
227.17,0.02631,4.6102
227.17,0.026331,4.6245
227.17,0.026375,4.6335
227.17,0.026399,4.6296
227.17,0.026359,4.6208
227.17,0.026428,4.6338
227.17,0.026258,4.6122
227.17,0.026153,4.5802
227.17,0.026205,4.6091
227.17,0.026159,4.5729
227.17,0.026345,4.6135
227.17,0.026137,4.592
227.17,0.026306,4.6436
227.17,0.026304,4.6378
227.17,0.026244,4.6074
227.17,0.026532,4.6719
227.17,0.02636,4.6201
227.17,0.026537,4.6439
227.17,0.026252,4.6116
227.17,0.026324,4.6094
227.17,0.026348,4.6261
227.17,0.026325,4.6101
227.17,0.02625,4.6005
227.17,0.0263,4.6226
227.17,0.026355,4.6319
227.17,0.02619,4.6088
227.17,0.026343,4.6174
227.17,0.026266,4.6019
227.17,0.026421,4.6544
227.17,0.026373,4.6564
227.17,0.026088,4.5837
227.17,0.026311,4.6303
227.17,0.026416,4.6527
227.17,0.026286,4.6042
227.17,0.026249,4.6084
227.17,0.026434,4.6073
227.17,0.026488,4.6616
227.17,0.026473,4.6548
227.17,0.026427,4.6754
227.17,0.026271,4.6244
227.17,0.026193,4.5804
227.17,0.026103,4.6017
227.17,0.026329,4.6346
227.17,0.026118,4.5792
227.17,0.026167,4.5869
227.17,0.026356,4.6195
227.17,0.026396,4.6349
227.17,0.026248,4.5954
227.17,0.026253,4.5964
227.17,0.026224,4.6043
227.17,0.026264,4.6077
227.17,0.026271,4.6425
227.17,0.02609,4.5776
227.17,0.026364,4.6371
227.17,0.026183,4.5785
227.17,0.026267,4.614
227.17,0.026384,4.6449
227.17,0.026254,4.6205
227.17,0.026188,4.6051
227.17,0.02627,4.5838
227.17,0.026243,4.6109
227.17,0.026291,4.6023
227.17,0.02624,4.6155
227.17,0.026431,4.6165
227.17,0.026411,4.6316
227.17,0.026236,4.6263
227.17,0.026461,4.6351
227.17,0.026211,4.5914
227.17,0.026338,4.6188
227.17,0.026396,4.6462
227.17,0.026303,4.5962
227.17,0.026189,4.5559
227.17,0.026418,4.6413
227.17,0.026385,4.6094
227.17,0.026314,4.6237
227.17,0.02645,4.6479
227.17,0.026281,4.6174
227.17,0.026369,4.6059
227.17,0.0263,4.631
227.17,0.026383,4.6535
227.17,0.026296,4.6089
227.17,0.026203,4.6044
227.17,0.026306,4.6202
227.17,0.026377,4.6392
227.17,0.026258,4.6011
227.17,0.026153,4.5991
227.17,0.02643,4.6471
227.17,0.026205,4.6014
227.17,0.026276,4.6201
227.17,0.026441,4.6409
227.17,0.026335,4.6257
227.17,0.026307,4.6246
227.17,0.026357,4.619
227.17,0.026255,4.6173
227.17,0.026266,4.6017
227.17,0.026302,4.6008
227.17,0.026345,4.6293
227.17,0.026388,4.658
227.17,0.026153,4.5887
227.17,0.026275,4.5881
227.17,0.026401,4.6061
227.17,0.026272,4.6158
227.17,0.0263,4.6242
227.17,0.026331,4.6186
227.17,0.02633,4.6441
227.17,0.026408,4.6535
227.17,0.026274,4.6331
227.17,0.02631,4.6186
227.17,0.026343,4.6314
227.17,0.02615,4.5895
227.17,0.026298,4.617
227.17,0.026402,4.6387
227.17,0.026317,4.627
227.17,0.026268,4.6151
227.17,0.026375,4.6407
227.17,0.026268,4.606
227.17,0.026323,4.6101
227.17,0.026298,4.6171
227.17,0.026125,4.5802
227.17,0.02639,4.629
227.17,0.026249,4.6147
227.17,0.026239,4.5956
227.17,0.026335,4.6385
227.17,0.026469,4.6798
227.17,0.026189,4.5865
227.17,0.026265,4.6183
227.17,0.026277,4.6373
227.17,0.026358,4.6344
227.17,0.026221,4.5834
227.17,0.026272,4.6051
227.17,0.026327,4.6319
227.17,0.026207,4.609
227.17,0.026168,4.5987
227.17,0.026396,4.6336
227.17,0.026275,4.5889
227.17,0.026326,4.6328
227.17,0.026329,4.6191
227.17,0.026309,4.6268
227.17,0.026253,4.6224
227.17,0.026302,4.6151
227.17,0.026369,4.6652
227.17,0.026342,4.6117
227.17,0.02636,4.6041
227.17,0.026315,4.6203
227.17,0.026428,4.6578
227.17,0.026271,4.6391
227.17,0.026313,4.6164
227.17,0.026156,4.5785
227.17,0.026386,4.6235
227.17,0.026413,4.6361
227.17,0.026156,4.6224
227.17,0.026263,4.6128
227.17,0.026161,4.624
227.17,0.026451,4.649
227.17,0.026312,4.6185
227.17,0.026532,4.6394
227.17,0.026289,4.5998
227.17,0.026386,4.6233
227.17,0.026381,4.6366
227.17,0.026249,4.6197
227.17,0.026354,4.6353
227.17,0.026282,4.6008
227.17,0.02646,4.6373
227.17,0.026289,4.6077
227.17,0.026435,4.6429
227.17,0.026316,4.6247
227.17,0.026433,4.657
227.17,0.026168,4.5885
227.17,0.026491,4.6522
227.17,0.026238,4.627
227.17,0.026164,4.5888
227.17,0.026342,4.6057
227.17,0.026184,4.5997
227.17,0.026263,4.6228
227.17,0.026114,4.5708
227.17,0.026304,4.6001
227.17,0.026436,4.6439
227.17,0.026436,4.6588
227.17,0.026191,4.6017
227.17,0.026356,4.6283
227.17,0.026368,4.6323
227.17,0.026407,4.6471
227.17,0.026352,4.6267
227.17,0.026202,4.6154
227.17,0.026173,4.6133
227.17,0.026172,4.5809
227.17,0.026199,4.6056
227.17,0.026321,4.595
227.17,0.026258,4.6371
227.17,0.026185,4.5831
227.17,0.026203,4.5934
227.17,0.026244,4.6121
227.17,0.026349,4.6144
227.17,0.026343,4.6301
227.17,0.026324,4.6173
227.17,0.02635,4.6123
227.17,0.026336,4.6102
227.17,0.026358,4.6502
227.17,0.026202,4.6164
227.17,0.026365,4.6529
227.17,0.026263,4.5869
227.17,0.026371,4.6037
227.17,0.026236,4.6047
227.17,0.026203,4.583
227.17,0.026521,4.6621
227.17,0.026314,4.636
227.17,0.026082,4.5907
227.17,0.026251,4.6152
227.17,0.026225,4.5714
227.17,0.026215,4.5809
227.17,0.026227,4.6187
227.16,0.026368,4.6216
227.16,0.026256,4.6051
227.16,0.026213,4.5989
227.16,0.026203,4.566
227.16,0.026271,4.6358
227.16,0.026088,4.5865
227.16,0.026364,4.6201
227.16,0.026358,4.6173
227.16,0.026353,4.6109
227.16,0.026372,4.6302
227.16,0.02638,4.6142
227.16,0.026459,4.6474
227.16,0.026097,4.5636
227.16,0.026484,4.6552
227.16,0.026202,4.6084
227.16,0.026151,4.5994
227.16,0.026128,4.5832
227.16,0.026183,4.6131
227.16,0.026214,4.5792
227.16,0.026392,4.6418
227.16,0.026404,4.6475
227.16,0.026287,4.6206
227.16,0.026332,4.6108
227.16,0.026288,4.5912
227.16,0.02633,4.6342
227.16,0.026274,4.6197
227.16,0.026151,4.5997
227.16,0.026415,4.6438
227.16,0.026283,4.616
227.16,0.026431,4.638
227.16,0.026329,4.6293
227.16,0.026268,4.6291
227.16,0.026298,4.6084
227.16,0.026235,4.6178
227.16,0.026311,4.6265
227.16,0.026307,4.5988
227.16,0.026287,4.6267
227.16,0.026258,4.5928
227.16,0.026386,4.6272
227.16,0.026312,4.6343
227.16,0.026424,4.6414
227.16,0.026372,4.6195
227.16,0.026449,4.6394
227.16,0.026362,4.6445
227.16,0.026394,4.6248
227.16,0.026324,4.6542
227.16,0.026278,4.613
227.16,0.026353,4.6001
227.16,0.02641,4.6403
227.16,0.026415,4.6647
227.16,0.026115,4.5651
227.16,0.026166,4.5984
227.16,0.026272,4.6201
227.16,0.026334,4.6389
227.16,0.026204,4.6172
227.16,0.026461,4.6409
227.16,0.026321,4.6178
227.16,0.026417,4.6429
227.16,0.02613,4.6066
227.16,0.026221,4.6085
227.16,0.026334,4.6195
227.16,0.026289,4.6172
227.16,0.026367,4.6301
227.16,0.026265,4.6067
227.16,0.026119,4.5928
227.16,0.026187,4.616
227.16,0.02633,4.6047
227.16,0.026263,4.6099
227.16,0.026317,4.6206
227.16,0.026453,4.6514
227.16,0.02623,4.5875
227.16,0.026301,4.6037
227.16,0.026281,4.6285
227.16,0.026386,4.6094
227.16,0.026272,4.6233
227.16,0.026467,4.6436
227.16,0.026273,4.6101
227.16,0.026334,4.6267
227.16,0.026377,4.635
227.16,0.026157,4.6003
227.16,0.026348,4.6501
227.16,0.026216,4.6195
227.16,0.02633,4.6103
227.16,0.026414,4.6514
227.16,0.026535,4.6626
227.16,0.026092,4.5869
227.16,0.026343,4.6308
227.16,0.026424,4.6196
227.16,0.026266,4.6218
227.16,0.026325,4.6155
227.16,0.02635,4.6141
227.16,0.026221,4.5817
227.16,0.026436,4.6558
227.16,0.026288,4.5971
227.16,0.026385,4.6526
227.16,0.026414,4.6595
227.16,0.026266,4.6122
227.16,0.026444,4.6623
227.16,0.026429,4.6302
227.16,0.026303,4.6292
227.16,0.026316,4.6191
227.16,0.026316,4.6234
227.16,0.026421,4.6321
227.16,0.026324,4.6353
227.16,0.026158,4.5854
227.16,0.026224,4.5912
227.16,0.026253,4.6062
227.16,0.026215,4.5961
227.16,0.026292,4.6112
227.16,0.026375,4.6222
227.16,0.026181,4.6073
227.16,0.026361,4.6478
227.16,0.026377,4.6369
227.16,0.026467,4.6692
227.16,0.026396,4.6506
227.16,0.026346,4.6264
227.16,0.026298,4.6133
227.16,0.026205,4.5961
227.16,0.0263,4.6061
227.16,0.026378,4.6225
227.16,0.026256,4.6269
227.16,0.026303,4.5994
227.16,0.026305,4.6504
227.16,0.026282,4.5871
227.16,0.026199,4.5922
227.16,0.026246,4.6008
227.16,0.02624,4.6166
227.16,0.026293,4.5832
227.16,0.026271,4.618
227.16,0.026314,4.6104
227.16,0.026323,4.617
227.16,0.026404,4.6478
227.16,0.0263,4.6014
227.16,0.02626,4.5891
227.16,0.026572,4.6496
227.16,0.026204,4.6085
227.16,0.026181,4.5847
227.16,0.026418,4.6431
227.16,0.026353,4.6135
227.16,0.026291,4.6214
227.16,0.026335,4.6108
227.16,0.026283,4.6018
227.16,0.026465,4.652
227.16,0.026219,4.5998
227.16,0.026239,4.6202
227.16,0.026312,4.6192
227.16,0.026493,4.6617
227.16,0.026409,4.6199
227.16,0.026455,4.6271
227.16,0.026265,4.6106
227.16,0.026186,4.5896
227.16,0.026337,4.6276
227.16,0.026261,4.6112
227.16,0.02633,4.6201
227.16,0.026411,4.6388
227.16,0.026376,4.6434
227.16,0.026302,4.6039
227.16,0.026298,4.5959
227.16,0.026219,4.5658
227.16,0.026215,4.5907
227.16,0.02607,4.59
227.16,0.026109,4.5752
227.16,0.026342,4.6406
227.16,0.026317,4.6447
227.16,0.026272,4.6027
227.16,0.026047,4.5846
227.16,0.0262,4.6038
227.16,0.026165,4.6126
227.16,0.026357,4.6144
227.16,0.026245,4.6053
227.16,0.02641,4.6371
227.16,0.026309,4.6253
227.16,0.026379,4.6332
227.16,0.026299,4.6117
227.16,0.026392,4.6421
227.16,0.026337,4.6042
227.16,0.026345,4.6204
227.16,0.026238,4.6203
227.16,0.026213,4.5851
227.16,0.026389,4.6355
227.16,0.026274,4.5966
227.16,0.026272,4.6035
227.16,0.026326,4.5833
227.16,0.026419,4.6587
227.16,0.026405,4.6505
227.16,0.02622,4.5775
227.16,0.026189,4.605
227.16,0.026108,4.5575
227.16,0.026238,4.6402
227.16,0.026391,4.6477
227.16,0.026148,4.5822
227.16,0.026319,4.6237
227.16,0.026538,4.6597
227.16,0.026357,4.6445
227.16,0.026424,4.6242
227.16,0.026132,4.5885
227.16,0.026225,4.6281
227.16,0.026283,4.614
227.16,0.026432,4.6299
227.16,0.026358,4.6219
227.16,0.026363,4.6226
227.16,0.02645,4.6693
227.16,0.026262,4.614
227.16,0.026226,4.5987
227.16,0.026238,4.6342
227.16,0.02609,4.5905
227.16,0.026145,4.6149
227.16,0.026294,4.6277
227.16,0.026145,4.5928
227.16,0.026357,4.622
227.16,0.026368,4.629
227.16,0.02634,4.6336
227.16,0.026272,4.6228
227.16,0.026054,4.5721
227.16,0.026226,4.6172
227.16,0.026289,4.6009
227.16,0.026452,4.6691
227.16,0.026203,4.6019
227.16,0.026343,4.6515
227.16,0.026365,4.633
227.16,0.026351,4.6358
227.16,0.026327,4.6011
227.16,0.02636,4.6086
227.16,0.026182,4.5983
227.16,0.026248,4.5873
227.16,0.026313,4.6236
227.16,0.026262,4.6154
227.16,0.026366,4.6174
227.16,0.026415,4.6344
227.16,0.026336,4.6378
227.16,0.026426,4.6496
227.16,0.026379,4.6413
227.16,0.026247,4.6258
227.16,0.026369,4.6081
227.16,0.026281,4.616
227.16,0.026444,4.6252
227.16,0.026483,4.6718
227.16,0.026281,4.6334
227.16,0.026148,4.5795
227.16,0.026319,4.6114
227.16,0.026486,4.6143
227.16,0.026296,4.6102
227.16,0.026409,4.6531
227.16,0.026396,4.6302
227.16,0.026283,4.5935
227.16,0.026628,4.6805
227.16,0.026264,4.6002
227.16,0.02626,4.6042
227.16,0.026177,4.6159
227.16,0.026439,4.6396
227.16,0.026221,4.5904
227.16,0.026426,4.6158
227.16,0.026316,4.6158
227.16,0.026321,4.6296
227.16,0.02636,4.6327
227.16,0.026253,4.6047
227.16,0.026243,4.5968
227.16,0.026327,4.6146
227.16,0.026181,4.6223
227.16,0.026419,4.6394
227.16,0.026424,4.634
227.16,0.02618,4.5911
227.16,0.026239,4.624
227.16,0.026314,4.6216
227.16,0.026282,4.6028
227.16,0.026373,4.6253
227.16,0.02636,4.6303
227.16,0.026333,4.6184
227.16,0.026245,4.625
227.16,0.026394,4.6299
227.16,0.026258,4.5953
227.16,0.026429,4.6626
227.16,0.026182,4.583
227.16,0.026591,4.6633
227.16,0.026212,4.6004
227.16,0.026494,4.653
227.16,0.026366,4.6182
227.16,0.026447,4.6606
227.16,0.026264,4.5925
227.16,0.026269,4.5938
227.16,0.026332,4.6191
227.16,0.026335,4.6322
227.16,0.026184,4.5909
227.16,0.026298,4.6148
227.16,0.026329,4.6159
227.15,0.026293,4.6104
227.15,0.026317,4.6305
227.15,0.026366,4.6309
227.15,0.026485,4.637
227.15,0.026257,4.597
227.15,0.026368,4.6372
227.15,0.026295,4.6226
227.15,0.026148,4.5756
227.15,0.026203,4.6232
227.15,0.026359,4.6097
227.15,0.026305,4.6359
227.15,0.026326,4.6122
227.15,0.026563,4.6569
227.15,0.02614,4.604
227.15,0.026276,4.6111
227.15,0.026441,4.6357
227.15,0.026326,4.6067
227.15,0.026465,4.6477
227.15,0.02636,4.6584
227.15,0.02629,4.6158
227.15,0.026566,4.6638
227.15,0.026282,4.625
227.15,0.026144,4.5843
227.15,0.026264,4.6332
227.15,0.026312,4.6433
227.15,0.026285,4.6163
227.15,0.02625,4.5967
227.15,0.026247,4.621
227.15,0.026363,4.6504
227.15,0.026187,4.5914
227.15,0.026409,4.6452
227.15,0.026225,4.5964
227.15,0.026326,4.639
227.15,0.026357,4.6286
227.15,0.026424,4.6591
227.15,0.026377,4.6259
227.15,0.026211,4.6003
227.15,0.026259,4.622
227.15,0.026493,4.6597
227.15,0.026114,4.6162
227.15,0.026267,4.5924
227.15,0.026288,4.6287
227.15,0.026286,4.6011
227.15,0.026171,4.5875
227.15,0.026414,4.6387
227.15,0.026348,4.6329
227.15,0.026351,4.607
227.15,0.026338,4.6195
227.15,0.026234,4.6071
227.15,0.026385,4.6272
227.15,0.026347,4.6322
227.15,0.026333,4.6344
227.15,0.0263,4.6195
227.15,0.026363,4.6118
227.15,0.026263,4.6112
227.15,0.026352,4.6534
227.15,0.026371,4.622
